Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Audi,Q5,2020,1.6,Petrol,Semi-Automatic,139584,2,3,6110
Kia,Optima,2015,3.5,Diesel,Automatic,139584,4,1,11494
Hyundai,Elantra,2011,3.6,Hybrid,Manual,139584,2,1,8410
Honda,Accord,2003,1.5,Diesel,Semi-Automatic,139584,2,5,2000
Ford,Fiesta,2012,3.5,Electric,Automatic,139584,5,1,10709
Ford,Focus,2004,2.2,Petrol,Semi-Automatic,139584,4,2,2779
Volkswagen,Golf,2003,1.7,Petrol,Manual,139584,4,3,6099
BMW,3 Series,2019,1.6,Hybrid,Manual,139584,3,3,6441
Toyota,Camry,2023,4.8,Diesel,Manual,139584,5,4,13215
Volkswagen,Golf,2023,3.9,Diesel,Semi-Automatic,139584,4,4,14758
BMW,X5,2011,1.4,Petrol,Manual,139584,5,4,3742
BMW,3 Series,2001,2.7,Electric,Automatic,139584,2,2,6153
Kia,Rio,2018,2.1,Hybrid,Manual,139584,3,3,7155
Toyota,RAV4,2018,3.7,Diesel,Semi-Automatic,139584,5,4,9881
Mercedes,E-Class,2021,1.7,Electric,Manual,139584,2,2,9481
Mercedes,E-Class,2001,4.3,Electric,Manual,139584,3,1,10065
Honda,Accord,2010,3.1,Diesel,Automatic,139584,3,1,9849
Kia,Rio,2010,1.3,Petrol,Manual,139584,3,5,2534
Audi,Q5,2011,4.6,Electric,Semi-Automatic,139584,3,3,8354
Hyundai,Tucson,2011,1.9,Diesel,Semi-Automatic,139584,5,2,5418
Kia,Optima,2022,2.2,Electric,Semi-Automatic,139584,4,2,8955
Volkswagen,Golf,2010,3.8,Electric,Manual,139584,5,5,10859
Volkswagen,Golf,2011,3.7,Hybrid,Manual,139584,5,2,7914
Volkswagen,Tiguan,2005,5,Hybrid,Semi-Automatic,139584,5,3,9171
Mercedes,E-Class,2002,4.1,Electric,Manual,139584,2,5,6751
Audi,A4,2023,3,Petrol,Manual,139584,3,4,9553
Ford,Focus,2006,2.4,Hybrid,Automatic,139584,2,3,9919
Volkswagen,Passat,2011,4.9,Electric,Automatic,139584,3,1,12404
Kia,Rio,2015,1.4,Electric,Semi-Automatic,139584,3,1,8815
BMW,5 Series,2022,2.9,Hybrid,Automatic,139584,3,4,10938
Honda,Accord,2014,2,Hybrid,Manual,139584,4,3,7898
Toyota,RAV4,2008,1.6,Hybrid,Manual,139584,3,1,4117
Honda,Accord,2010,3.4,Electric,Manual,139584,5,2,11380
Volkswagen,Golf,2021,3.1,Hybrid,Automatic,139584,5,1,10474
Ford,Explorer,2017,1.8,Electric,Automatic,139584,3,4,11460
Hyundai,Sonata,2021,4.3,Hybrid,Semi-Automatic,139584,3,5,11342
Audi,A3,2015,4.6,Hybrid,Manual,139584,5,1,13857
Chevrolet,Malibu,2009,5,Electric,Manual,139584,4,3,8766
Audi,A4,2014,2.6,Petrol,Semi-Automatic,139584,3,1,8683
Kia,Rio,2022,3.4,Hybrid,Semi-Automatic,139584,4,5,10414
Toyota,Camry,2013,1.7,Hybrid,Manual,139584,2,2,4827
Volkswagen,Passat,2023,3.7,Hybrid,Semi-Automatic,139584,2,5,10340
Hyundai,Elantra,2009,2.2,Electric,Automatic,139584,3,2,9024
Honda,Accord,2023,1.9,Electric,Automatic,139584,2,3,15761
Chevrolet,Impala,2002,4.7,Diesel,Manual,139584,4,1,7779
Volkswagen,Tiguan,2008,3,Diesel,Manual,139584,4,2,3837
BMW,5 Series,2002,4,Diesel,Automatic,139584,4,1,9469
Volkswagen,Passat,2004,2.7,Electric,Manual,139584,4,1,7241
Honda,Civic,2021,3.7,Electric,Semi-Automatic,139584,4,5,14860
Chevrolet,Impala,2016,2.8,Petrol,Manual,139584,4,5,6410
Ford,Focus,2016,3.4,Petrol,Automatic,139584,4,2,10671
Mercedes,C-Class,2013,1.3,Diesel,Automatic,139584,5,2,6988
Kia,Sportage,2011,3.7,Petrol,Automatic,139584,3,1,10238
Hyundai,Elantra,2007,4.2,Petrol,Semi-Automatic,139584,5,3,6303
Mercedes,C-Class,2015,2.6,Electric,Manual,139584,3,1,10667
BMW,X5,2015,2.6,Petrol,Automatic,139584,2,3,10904
Audi,Q5,2011,1.3,Hybrid,Automatic,139584,5,5,5692
Honda,CR-V,2009,1.8,Electric,Semi-Automatic,139584,3,4,7070
Toyota,Camry,2004,1.9,Hybrid,Semi-Automatic,139584,4,1,3410
BMW,X5,2010,2.7,Hybrid,Automatic,139584,4,2,11467
BMW,5 Series,2021,2.9,Electric,Manual,139584,5,5,14433
Volkswagen,Golf,2012,4,Diesel,Automatic,139584,2,5,7926
Kia,Optima,2018,4.3,Hybrid,Automatic,139584,4,3,14939
Audi,A3,2005,4.9,Hybrid,Automatic,139584,4,5,9594
Kia,Optima,2023,3.2,Petrol,Semi-Automatic,139584,4,3,11369
Ford,Focus,2001,2.4,Electric,Automatic,139584,4,3,9874
Ford,Fiesta,2013,1.2,Diesel,Automatic,139584,4,4,9711
Chevrolet,Malibu,2014,2,Diesel,Manual,139584,3,4,5095
Volkswagen,Golf,2021,2.4,Petrol,Automatic,139584,2,1,11998
Volkswagen,Passat,2000,3.2,Petrol,Manual,139584,5,2,7039
BMW,3 Series,2023,2.8,Petrol,Manual,139584,5,4,12790
Toyota,Camry,2021,2.4,Electric,Automatic,139584,2,2,12216
Toyota,RAV4,2017,4.8,Diesel,Automatic,139584,2,5,14876
Hyundai,Elantra,2001,2.6,Diesel,Manual,139584,2,4,2515
BMW,3 Series,2005,2.7,Hybrid,Manual,139584,3,5,5717
Hyundai,Sonata,2016,2.6,Electric,Semi-Automatic,139584,2,2,9413
Audi,A4,2009,4.1,Electric,Automatic,139584,5,5,13467
Honda,CR-V,2003,1.2,Petrol,Manual,139584,2,1,2000
Volkswagen,Tiguan,2022,4.1,Diesel,Semi-Automatic,139584,5,1,12264
Kia,Sportage,2019,3.6,Diesel,Semi-Automatic,139584,2,5,7681
Audi,A4,2013,4.1,Electric,Manual,139584,4,1,10460
Hyundai,Tucson,2006,4.6,Petrol,Automatic,139584,3,2,8418
Chevrolet,Impala,2021,1.2,Petrol,Semi-Automatic,139584,3,4,10173
Chevrolet,Malibu,2014,1.8,Diesel,Semi-Automatic,139584,2,4,7664
Ford,Focus,2002,1.9,Diesel,Automatic,139584,3,2,3815
Volkswagen,Tiguan,2010,2.1,Electric,Automatic,139584,5,3,10814
BMW,5 Series,2010,2.5,Diesel,Semi-Automatic,139584,5,5,5986
Honda,Accord,2015,2.4,Diesel,Manual,139584,2,1,8624
Toyota,RAV4,2014,3.2,Petrol,Automatic,139584,3,1,11867
Toyota,Corolla,2022,2.1,Petrol,Manual,139584,5,2,12434
BMW,X5,2014,4.4,Electric,Semi-Automatic,139584,5,2,10170
Toyota,RAV4,2015,1.4,Hybrid,Automatic,139584,4,3,11071
Volkswagen,Passat,2005,1.7,Hybrid,Automatic,139584,2,4,6113
Honda,CR-V,2023,1.9,Hybrid,Semi-Automatic,139584,4,3,11922
BMW,X5,2003,2.1,Electric,Automatic,139584,4,4,7418
Honda,Civic,2014,3.9,Hybrid,Manual,139584,5,1,11670
Audi,A4,2019,4,Hybrid,Manual,139584,3,1,12580
Ford,Fiesta,2018,1.5,Electric,Manual,139584,4,3,12223
Mercedes,E-Class,2003,3,Hybrid,Automatic,139584,2,1,7830
Ford,Fiesta,2022,4.1,Electric,Manual,139584,3,1,16705
Ford,Focus,2012,2.4,Petrol,Manual,139584,2,4,9514
Honda,Civic,2021,1.8,Petrol,Semi-Automatic,139584,4,3,11374
Volkswagen,Tiguan,2023,2.7,Diesel,Automatic,139584,4,3,10434
Honda,Civic,2014,2.9,Electric,Manual,139584,3,2,8490
Chevrolet,Malibu,2011,3.6,Electric,Semi-Automatic,139584,4,3,11805
Volkswagen,Passat,2018,1,Hybrid,Semi-Automatic,139584,3,5,9503
Ford,Explorer,2020,2.2,Diesel,Automatic,139584,3,5,9833
Chevrolet,Impala,2009,3.2,Hybrid,Semi-Automatic,139584,2,5,10275
BMW,5 Series,2015,4.1,Hybrid,Semi-Automatic,139584,5,2,8292
Toyota,Corolla,2010,3.7,Hybrid,Automatic,139584,2,2,8562
Honda,Civic,2023,3.4,Petrol,Manual,139584,5,4,11689
Honda,Civic,2003,3.6,Diesel,Semi-Automatic,139584,4,4,6937
Hyundai,Elantra,2011,3.4,Hybrid,Automatic,139584,3,4,12647
Ford,Fiesta,2019,2.6,Diesel,Manual,139584,2,3,9652
Chevrolet,Impala,2008,2.2,Hybrid,Semi-Automatic,139584,3,3,7169
Toyota,RAV4,2006,1.3,Hybrid,Manual,139584,5,2,3533
Volkswagen,Passat,2022,2.5,Hybrid,Automatic,139584,3,4,15380
Chevrolet,Impala,2002,2.2,Diesel,Automatic,139584,4,5,7121
Audi,A4,2000,2,Petrol,Semi-Automatic,139584,2,5,5748
Ford,Fiesta,2005,1.5,Electric,Automatic,139584,5,5,9708
Chevrolet,Malibu,2001,2.5,Electric,Manual,139584,3,5,2946
Honda,Civic,2009,2,Diesel,Semi-Automatic,139584,4,4,4679
Ford,Focus,2015,4.2,Diesel,Automatic,139584,4,3,12631
Ford,Explorer,2009,3.7,Petrol,Semi-Automatic,139584,3,3,7321
Kia,Optima,2004,1,Electric,Manual,139584,3,4,7229
Volkswagen,Golf,2020,3.3,Petrol,Semi-Automatic,139584,2,4,7722
Kia,Rio,2004,2.8,Hybrid,Manual,139584,2,3,3805
Chevrolet,Malibu,2018,4.4,Hybrid,Manual,139584,2,1,12722
Toyota,RAV4,2002,2.6,Electric,Automatic,139584,4,4,6164
Honda,CR-V,2010,2,Electric,Manual,139584,4,1,5174
Mercedes,C-Class,2019,2.7,Diesel,Semi-Automatic,139584,5,3,10881
Mercedes,GLA,2021,2.8,Petrol,Manual,139584,4,1,13061
Ford,Focus,2011,4.1,Diesel,Manual,139584,5,3,7627
Hyundai,Tucson,2021,2.8,Petrol,Automatic,139584,5,5,13232
Mercedes,E-Class,2021,2.2,Electric,Automatic,139584,4,4,15416
Chevrolet,Malibu,2023,2.6,Electric,Automatic,139584,3,2,11759
Toyota,Camry,2013,1.7,Petrol,Semi-Automatic,139584,4,5,4572
Honda,Civic,2010,3.9,Diesel,Semi-Automatic,139584,2,2,7985
Toyota,Corolla,2021,4.4,Petrol,Manual,139584,5,3,14062
Ford,Explorer,2014,1.6,Diesel,Semi-Automatic,139584,2,2,6076
Mercedes,E-Class,2008,4.9,Petrol,Manual,139584,3,1,7535
Mercedes,C-Class,2005,4.5,Petrol,Automatic,139584,4,3,11374
BMW,X5,2012,2.2,Hybrid,Semi-Automatic,139584,2,2,10093
Volkswagen,Golf,2003,4.7,Diesel,Semi-Automatic,139584,4,2,4425
Audi,Q5,2011,4.7,Petrol,Semi-Automatic,139584,5,3,7720
Ford,Fiesta,2000,3,Electric,Semi-Automatic,139584,3,3,5117
Volkswagen,Tiguan,2011,1.4,Petrol,Semi-Automatic,139584,5,2,8785
Hyundai,Tucson,2005,1.6,Petrol,Automatic,139584,4,3,4805
Kia,Optima,2016,2.5,Electric,Semi-Automatic,139584,5,5,11312
Kia,Optima,2011,4.6,Petrol,Manual,139584,3,5,8849
Mercedes,E-Class,2006,4.2,Electric,Automatic,139584,5,3,8630
Ford,Explorer,2023,2.9,Diesel,Automatic,139584,2,1,11332
Audi,Q5,2005,4,Electric,Manual,139584,4,2,9475
BMW,5 Series,2013,4.5,Petrol,Semi-Automatic,139584,3,1,8178
Mercedes,GLA,2011,4.1,Diesel,Manual,139584,2,5,7209
Hyundai,Elantra,2007,2.2,Electric,Automatic,139584,3,4,11541
Honda,Accord,2009,2.5,Petrol,Semi-Automatic,139584,4,1,5592
Ford,Focus,2003,1.3,Hybrid,Manual,139584,3,5,2000
Kia,Rio,2023,3.2,Diesel,Semi-Automatic,139584,3,4,10331
Toyota,Corolla,2022,3.6,Hybrid,Automatic,139584,4,3,12282
Honda,CR-V,2019,1.4,Petrol,Semi-Automatic,139584,4,5,7839
Toyota,Corolla,2022,4.9,Petrol,Manual,139584,2,3,9872
Audi,Q5,2004,4.5,Diesel,Manual,139584,2,4,4369
Volkswagen,Passat,2002,2.4,Electric,Automatic,139584,4,5,8359
Mercedes,E-Class,2009,3.6,Diesel,Automatic,139584,3,4,10824
Honda,Accord,2016,4.1,Petrol,Manual,139584,4,4,12085
Hyundai,Elantra,2019,1.5,Petrol,Manual,139584,4,1,6000
BMW,X5,2014,2.1,Electric,Automatic,139584,3,5,11046
Volkswagen,Passat,2013,1.9,Hybrid,Automatic,139584,5,4,8053
Toyota,RAV4,2001,1.4,Hybrid,Semi-Automatic,139584,5,4,5199
Volkswagen,Tiguan,2022,1.1,Hybrid,Automatic,139584,2,3,13945
Honda,CR-V,2023,3.1,Electric,Manual,139584,5,3,12505
Chevrolet,Impala,2020,2.1,Petrol,Manual,139584,5,5,6495
Mercedes,E-Class,2003,2.3,Petrol,Manual,139584,4,1,5367
Toyota,Corolla,2004,3,Electric,Automatic,139584,4,1,6167
Kia,Rio,2008,1.6,Petrol,Manual,139584,5,3,3096
Toyota,RAV4,2008,2.2,Electric,Automatic,139584,5,1,10506
Mercedes,E-Class,2005,1.6,Hybrid,Semi-Automatic,139584,5,4,7252
Volkswagen,Tiguan,2019,4.7,Hybrid,Automatic,139584,5,5,11148
Volkswagen,Tiguan,2016,4.6,Electric,Manual,139584,5,2,15318
Volkswagen,Tiguan,2017,2.4,Electric,Semi-Automatic,139584,5,1,9506
Honda,CR-V,2002,1.2,Electric,Manual,139584,5,5,5519
Volkswagen,Passat,2018,3.5,Hybrid,Semi-Automatic,139584,5,1,9559
Ford,Focus,2001,3.2,Hybrid,Automatic,139584,3,2,6193
Ford,Explorer,2018,4.8,Hybrid,Semi-Automatic,139584,5,1,11063
Ford,Fiesta,2000,3.8,Electric,Manual,139584,5,4,5175
Kia,Rio,2010,2.5,Diesel,Automatic,139584,2,2,7369
Kia,Optima,2012,4.5,Hybrid,Automatic,139584,2,4,10920
Volkswagen,Golf,2016,4.4,Diesel,Manual,139584,2,2,10769
Chevrolet,Malibu,2001,5,Petrol,Automatic,139584,5,5,5149
Toyota,Corolla,2014,1.6,Electric,Semi-Automatic,139584,2,5,6185
Chevrolet,Impala,2004,1.4,Petrol,Manual,139584,4,2,2000
BMW,X5,2002,3.3,Diesel,Semi-Automatic,139584,3,5,3112
Honda,Civic,2020,2.9,Electric,Semi-Automatic,139584,2,1,9482
Volkswagen,Golf,2021,2.9,Electric,Manual,139584,2,5,14501
Honda,CR-V,2017,1.3,Petrol,Automatic,139584,5,4,6859
Honda,Accord,2023,1.3,Diesel,Automatic,139584,3,1,12350
BMW,3 Series,2004,3.2,Diesel,Semi-Automatic,139584,3,2,3856
BMW,5 Series,2009,4.1,Diesel,Automatic,139584,2,5,10933
Chevrolet,Equinox,2018,1.9,Hybrid,Automatic,139584,5,5,13624
Kia,Optima,2006,3.8,Electric,Semi-Automatic,139584,3,1,9703
Ford,Fiesta,2009,3.2,Electric,Automatic,139584,2,5,10178
Audi,A4,2020,2.3,Hybrid,Manual,139584,5,1,10551
Mercedes,C-Class,2004,1,Diesel,Automatic,139584,4,5,3336
Volkswagen,Passat,2022,3.2,Diesel,Manual,139584,2,1,11142
Honda,Civic,2016,2.2,Hybrid,Manual,139584,4,1,11832
Mercedes,E-Class,2009,2.1,Electric,Automatic,139584,2,2,10303
Volkswagen,Tiguan,2008,4.4,Hybrid,Semi-Automatic,139584,4,3,8533
Mercedes,E-Class,2022,3.4,Diesel,Automatic,139584,2,4,13343
Honda,Accord,2006,3,Electric,Manual,139584,2,3,7990
Hyundai,Tucson,2006,4.9,Diesel,Automatic,139584,2,5,6940
Audi,Q5,2018,4.9,Diesel,Manual,139584,5,3,9053
Audi,Q5,2001,4.6,Electric,Manual,139584,3,3,8350
Toyota,RAV4,2014,1.2,Diesel,Automatic,139584,3,3,8224
Audi,A3,2023,5,Hybrid,Automatic,139584,5,5,18255
Honda,Accord,2009,2.3,Hybrid,Manual,139584,4,1,9140
Ford,Focus,2018,1.4,Diesel,Manual,139584,5,4,9279
BMW,X5,2002,1.9,Petrol,Semi-Automatic,139584,2,3,6243
Hyundai,Tucson,2021,2,Diesel,Automatic,139584,2,4,9307
BMW,3 Series,2010,1.8,Diesel,Semi-Automatic,139584,5,1,4623
Volkswagen,Golf,2003,3.7,Petrol,Automatic,139584,5,4,8247
Volkswagen,Tiguan,2014,2,Petrol,Manual,139584,5,1,10242
Hyundai,Tucson,2009,2.1,Electric,Automatic,139584,5,5,9614
Ford,Focus,2003,4.5,Hybrid,Automatic,139584,3,2,11032
Mercedes,C-Class,2018,3.1,Diesel,Semi-Automatic,139584,4,5,7830
Mercedes,GLA,2013,3.9,Petrol,Semi-Automatic,139584,4,5,11021
Chevrolet,Impala,2016,1.3,Diesel,Semi-Automatic,139584,4,4,5037
Ford,Explorer,2001,4.8,Electric,Manual,139584,3,1,10580
Mercedes,GLA,2020,1.7,Hybrid,Manual,139584,4,4,9365
Chevrolet,Impala,2014,3.5,Diesel,Automatic,139584,2,3,12131
Hyundai,Elantra,2017,1.6,Electric,Automatic,139584,5,5,9254
Volkswagen,Tiguan,2010,2,Diesel,Manual,139584,3,2,8929
Mercedes,C-Class,2023,2.2,Hybrid,Manual,139584,4,4,14150
Volkswagen,Golf,2007,5,Hybrid,Manual,139584,2,5,11651
Kia,Sportage,2015,2,Diesel,Manual,139584,4,3,9077
Kia,Sportage,2002,4.4,Electric,Automatic,139584,2,5,11852
Hyundai,Sonata,2011,3.3,Diesel,Automatic,139584,5,2,10822
Volkswagen,Tiguan,2007,4.4,Hybrid,Manual,139584,3,3,7147
Volkswagen,Tiguan,2008,2.2,Hybrid,Semi-Automatic,139584,3,2,8848
Audi,Q5,2021,4.8,Petrol,Manual,139584,3,3,13320
Hyundai,Tucson,2005,4.7,Hybrid,Manual,139584,5,1,10424
BMW,5 Series,2002,3.2,Petrol,Semi-Automatic,139584,2,4,3597
Audi,A4,2020,1.7,Petrol,Manual,139584,4,2,8841
Honda,Accord,2022,3,Electric,Manual,139584,4,2,12095
BMW,5 Series,2023,2,Hybrid,Automatic,139584,3,4,15273
Volkswagen,Tiguan,2004,3.6,Electric,Automatic,139584,2,1,9123
Hyundai,Tucson,2020,4.2,Hybrid,Semi-Automatic,139584,2,5,12567
Honda,Accord,2009,3.3,Diesel,Automatic,139584,3,3,6620
Hyundai,Tucson,2020,3.1,Diesel,Automatic,139584,5,5,11383
Volkswagen,Passat,2006,4.3,Petrol,Semi-Automatic,139584,2,5,7098
Ford,Fiesta,2022,1.6,Petrol,Manual,139584,3,4,10317
BMW,5 Series,2021,2,Diesel,Manual,139584,4,3,8829
Volkswagen,Tiguan,2016,4.2,Hybrid,Semi-Automatic,139584,3,5,10183
Honda,Accord,2003,4.7,Petrol,Automatic,139584,3,2,5950
Hyundai,Elantra,2008,1.4,Petrol,Manual,139584,3,5,2449
Honda,Civic,2017,2.1,Diesel,Automatic,139584,3,5,7475
Hyundai,Sonata,2004,3.4,Petrol,Automatic,139584,5,3,4749
Mercedes,E-Class,2020,4.3,Electric,Semi-Automatic,139584,2,5,15871
Chevrolet,Malibu,2013,4.6,Diesel,Semi-Automatic,139584,5,1,9939
Chevrolet,Malibu,2018,4.9,Petrol,Automatic,139584,4,2,14629
Honda,CR-V,2016,2.9,Diesel,Manual,139584,5,5,7876
Hyundai,Elantra,2015,3.5,Diesel,Semi-Automatic,139584,4,5,11508
Toyota,RAV4,2008,2.9,Diesel,Semi-Automatic,139584,2,1,6664
Chevrolet,Malibu,2021,1.7,Hybrid,Semi-Automatic,139584,2,2,8784
Ford,Fiesta,2005,1.9,Diesel,Automatic,139584,4,4,8862
Kia,Rio,2019,2.5,Hybrid,Automatic,139584,4,4,12967
Hyundai,Sonata,2011,3.7,Diesel,Automatic,139584,2,4,10411
Ford,Focus,2017,4.4,Hybrid,Semi-Automatic,139584,5,3,10275
Mercedes,E-Class,2000,3.5,Diesel,Manual,139584,5,4,6164
Honda,Accord,2010,2.5,Hybrid,Manual,139584,4,5,6325
BMW,3 Series,2023,1.6,Hybrid,Semi-Automatic,139584,2,3,11866
Ford,Fiesta,2008,4.1,Hybrid,Semi-Automatic,139584,5,5,9992
Toyota,Camry,2005,3.1,Electric,Semi-Automatic,139584,5,2,7265
Hyundai,Elantra,2017,2.6,Electric,Semi-Automatic,139584,2,2,10729
Toyota,Corolla,2019,2.4,Hybrid,Automatic,139584,4,1,13104
Kia,Sportage,2020,4.1,Electric,Semi-Automatic,139584,2,1,14252
Toyota,Camry,2000,2.4,Diesel,Automatic,139584,3,3,7747
Chevrolet,Impala,2021,3.4,Electric,Automatic,139584,3,1,17072
Mercedes,GLA,2023,2.6,Petrol,Manual,139584,2,2,10951
BMW,3 Series,2003,2.3,Electric,Semi-Automatic,139584,4,3,6143
Chevrolet,Malibu,2017,5,Electric,Automatic,139584,3,1,14751
Audi,A3,2008,1,Petrol,Manual,139584,5,2,5030
Audi,Q5,2002,1.4,Electric,Semi-Automatic,139584,3,1,4565
BMW,3 Series,2013,3.6,Diesel,Manual,139584,5,5,8565
Ford,Explorer,2010,1.9,Hybrid,Semi-Automatic,139584,4,1,5189
Toyota,RAV4,2011,4.1,Hybrid,Automatic,139584,2,2,12878
BMW,5 Series,2019,1,Electric,Semi-Automatic,139584,3,2,12634
Honda,CR-V,2020,3.3,Diesel,Manual,139584,5,3,12752
Hyundai,Elantra,2017,4.5,Electric,Automatic,139584,4,4,12842
BMW,5 Series,2010,4.9,Hybrid,Manual,139584,2,5,10809
Kia,Sportage,2001,4.5,Electric,Semi-Automatic,139584,2,2,8987
Ford,Explorer,2019,1.6,Hybrid,Automatic,139584,2,1,12856
Honda,Accord,2005,1.3,Electric,Automatic,139584,2,5,9889
Audi,Q5,2007,2.1,Petrol,Manual,139584,3,2,7813
Honda,Accord,2021,4.9,Hybrid,Automatic,139584,2,5,13591
Toyota,RAV4,2000,3.6,Petrol,Semi-Automatic,139584,3,1,4348
Audi,A4,2005,2.6,Hybrid,Manual,139584,2,3,6810
Mercedes,GLA,2012,4.1,Diesel,Semi-Automatic,139584,3,1,6726
Mercedes,E-Class,2003,4.4,Petrol,Semi-Automatic,139584,3,5,5489
Chevrolet,Malibu,2005,4.4,Electric,Manual,139584,4,3,6049
Ford,Fiesta,2022,1.7,Diesel,Semi-Automatic,139584,2,2,10174
Kia,Rio,2009,4.8,Diesel,Manual,139584,5,4,7434
Honda,Accord,2012,3,Petrol,Semi-Automatic,139584,3,4,10594
Kia,Rio,2005,4.7,Hybrid,Semi-Automatic,139584,3,5,6653
Toyota,RAV4,2005,4,Petrol,Semi-Automatic,139584,4,4,9168
Chevrolet,Equinox,2002,5,Petrol,Semi-Automatic,139584,2,4,9668
Hyundai,Elantra,2000,2.6,Hybrid,Manual,139584,3,2,3825
Honda,CR-V,2014,2,Hybrid,Semi-Automatic,139584,4,1,10554
Ford,Focus,2023,4.5,Petrol,Automatic,139584,2,2,14574
Toyota,Corolla,2008,4.5,Hybrid,Automatic,139584,3,5,8083
BMW,3 Series,2004,2.7,Electric,Automatic,139584,3,3,11453
Kia,Sportage,2005,3.9,Hybrid,Manual,139584,3,2,5519
Toyota,RAV4,2001,3,Hybrid,Manual,139584,4,2,8286
Toyota,Corolla,2010,1.9,Petrol,Manual,139584,5,5,8206
Hyundai,Sonata,2009,1.4,Hybrid,Manual,139584,5,2,3538
Honda,Civic,2009,2.5,Diesel,Semi-Automatic,139584,2,4,3612
Audi,Q5,2011,1.1,Diesel,Manual,139584,2,5,5273
Kia,Sportage,2012,3.3,Petrol,Automatic,139584,5,3,8152
Audi,Q5,2006,1.3,Petrol,Semi-Automatic,139584,4,4,2000
Mercedes,E-Class,2009,1.7,Hybrid,Semi-Automatic,139584,3,5,5111
Ford,Fiesta,2013,4,Hybrid,Manual,139584,4,5,8899
Volkswagen,Passat,2005,3.8,Electric,Automatic,139584,3,2,11799
Audi,A3,2003,3.1,Diesel,Semi-Automatic,139584,3,1,3714
Honda,Civic,2018,3.1,Hybrid,Automatic,139584,5,3,12449
Honda,Civic,2016,5,Electric,Semi-Automatic,139584,3,4,10145
Volkswagen,Passat,2023,4.6,Petrol,Manual,139584,3,4,13490
Mercedes,E-Class,2013,3.4,Diesel,Manual,139584,4,1,9351
Audi,A4,2010,3,Electric,Automatic,139584,5,3,12667
Ford,Explorer,2013,4.5,Petrol,Semi-Automatic,139584,4,5,8554
Chevrolet,Impala,2016,2.5,Petrol,Automatic,139584,3,1,10815
BMW,X5,2015,1.9,Petrol,Manual,139584,2,4,8651
Honda,Accord,2017,4.1,Electric,Automatic,139584,5,3,13259
Honda,Civic,2021,2.6,Hybrid,Automatic,139584,2,4,9978
Volkswagen,Passat,2005,1.1,Petrol,Automatic,139584,3,3,7923
Ford,Fiesta,2009,1.5,Diesel,Automatic,139584,2,1,9590
Chevrolet,Equinox,2022,1.7,Diesel,Manual,139584,2,5,7977
Hyundai,Elantra,2004,3.8,Electric,Semi-Automatic,139584,5,1,10364
Mercedes,E-Class,2013,1.4,Petrol,Automatic,139584,3,3,9791
BMW,3 Series,2019,4,Petrol,Manual,139584,4,3,10419
Kia,Sportage,2021,2,Hybrid,Semi-Automatic,139584,4,1,10101
Audi,A3,2013,4.1,Hybrid,Automatic,139584,2,5,8816
Ford,Fiesta,2020,4.5,Diesel,Automatic,139584,3,2,10944
Honda,Civic,2008,5,Petrol,Automatic,139584,3,3,10334
Hyundai,Elantra,2021,3.5,Diesel,Manual,139584,3,2,8628
Honda,Civic,2015,1.5,Electric,Manual,139584,3,5,8532
Audi,Q5,2023,2.6,Petrol,Manual,139584,5,2,9610
Volkswagen,Golf,2004,3.8,Petrol,Automatic,139584,3,2,8863
Kia,Sportage,2022,3.3,Diesel,Semi-Automatic,139584,4,1,13949
BMW,5 Series,2012,2.3,Petrol,Automatic,139584,5,4,8032
BMW,3 Series,2010,1.6,Hybrid,Manual,139584,4,3,5331
Toyota,RAV4,2023,2.5,Petrol,Semi-Automatic,139584,2,2,9550
Mercedes,GLA,2019,1.2,Electric,Automatic,139584,5,2,12272
Hyundai,Sonata,2007,1.2,Petrol,Semi-Automatic,139584,2,3,7248
Hyundai,Tucson,2019,1.7,Diesel,Semi-Automatic,139584,5,5,10489
Kia,Optima,2002,3.7,Electric,Automatic,139584,4,5,9901
Kia,Optima,2015,3.2,Diesel,Manual,139584,3,3,9572
Hyundai,Tucson,2023,3,Electric,Manual,139584,5,3,12876
Hyundai,Tucson,2019,2,Hybrid,Semi-Automatic,139584,4,5,9979
BMW,3 Series,2020,1.2,Electric,Automatic,139584,3,5,10590
Honda,Accord,2022,3.7,Diesel,Manual,139584,2,2,12120
BMW,5 Series,2013,1.8,Diesel,Manual,139584,3,2,4412
Ford,Focus,2015,2.6,Diesel,Manual,139584,3,1,5466
Kia,Rio,2002,1.8,Hybrid,Semi-Automatic,139584,3,3,7331
Chevrolet,Malibu,2005,4.3,Hybrid,Manual,139584,5,1,5656
Kia,Optima,2007,1.7,Electric,Manual,139584,2,2,5236
Volkswagen,Tiguan,2012,4.8,Hybrid,Semi-Automatic,139584,4,3,10483
Audi,A3,2023,1.6,Hybrid,Semi-Automatic,139584,3,4,12725
Volkswagen,Golf,2010,2.3,Electric,Manual,139584,4,5,9176
Volkswagen,Tiguan,2014,1.2,Petrol,Automatic,139584,4,1,8564
Hyundai,Tucson,2004,2.4,Electric,Automatic,139584,2,3,6660
Toyota,Camry,2001,1.2,Diesel,Manual,139584,3,1,3778
BMW,3 Series,2020,3.2,Diesel,Manual,139584,3,2,7408
Chevrolet,Malibu,2012,2.6,Electric,Automatic,139584,3,5,11618
Toyota,RAV4,2023,2.8,Petrol,Manual,139584,5,3,9368
